mcNumber,legalName,dbaName,entityType,operationType,phone,email,physicalAddress,mailingAddress,city,state,zip,url
MC-747195,R WALLACE TRANSPORT LLC,,CARRIER,Property,(706) 825-4911,RAW3125@YAHOO.COM,"295 VFW ROAD, THOMSON, GA 30824","295 VFW ROAD, THOMSON, GA 30824",THOMSON,GA,30824,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747195
MC-747213,BOB BARKER TRUCKING INC,,CARRIER,Property,(541) 928-7609,BOBBARKERTRUCKING_RON@COMCAST.NET,"4211 KNOX BUTTE RD, ALBANY, OR 97322","4211 KNOX BUTTE RD, ALBANY, OR 97322",ALBANY,OR,97322,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747213
MC-747216,JJ ESQUER TRUCKING LLC,,CARRIER,Property,(909) 991-3985,ESQUERMARIO112@GMAIL.COM,"8642 S MOHAVE LANE, YUMA, AZ 85364","8642 S MOHAVE LANE, YUMA, AZ 85364",YUMA,AZ,85364,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747216
MC-747266,MR CONTRACT SERVICES LLC,,CARRIER,Property,(817) 680-3964,MACK72036@YAHOO.COM,"3107 BAHAR DR, ARLINGTON, TX 76010","3107 BAHAR DR, ARLINGTON, TX 76010",ARLINGTON,TX,76010,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747266
MC-747270,GREGORY D BLAIR,RED TRANSPORT,CARRIER,Property,(208) 313-4532,,"1193 WEST 45 SOUTH, BLACKFOOT, ID 83221","1193 WEST 45 SOUTH, BLACKFOOT, ID 83221",BLACKFOOT,ID,83221,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747270
MC-747279,AIRLINK SERVICES LLC,,CARRIER,Property,(907) 452-3337,JEFF@AIRLINKALASKA.COM,"1213 DOLPHIN WAY, FAIRBANKS, AK 99709","1213 DOLPHIN WAY, FAIRBANKS, AK 99709",FAIRBANKS,AK,99709,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747279
MC-747286,DRD TRUCKING LLC,,CARRIER,Property,(360) 397-7597,DRDTRUCKINGLLC09@GMAIL.COM,"3020 PUGET MEADOW LP NE, LACEY, WA 98516","3020 PUGET MEADOW LP NE, LACEY, WA 98516",LACEY,WA,98516,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747286
MC-747287,D&K SHEATS TRUCKING INC,,CARRIER,Property,(734) 730-0429,DVSFARMS@AOL.COM,"11660 PLANK RD, MILAN, MI 48160","11660 PLANK RD, MILAN, MI 48160",MILAN,MI,48160,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747287
MC-747290,QUALITY FREIGHT LINE INC,,CARRIER,Property,(703) 459-8934,QUALITYFREIGHTLINE@HOTMAIL.COM,"7261 LINDEN TREE LANE, SPRINGFIELD, VA 22152","4655 GLASS MOUNTAIN WAY, HAYMARKET, VA 20169",SPRINGFIELD,VA,22152,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747290
MC-747297,BEEN EXPRESS LLC,,CARRIER,Property,(484) 226-7183,ELZARA_KIZBABY@HOTMAIL.COM,"4060 WHITEHALL DRIVE, ARNOLD, MO 63010","4060 WHITEHALL DRIVE, ARNOLD, MO 63010",ARNOLD,MO,63010,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747297
MC-747298,RODNEY CUBIC,R CUBIC TRUCKING,CARRIER,Property,(541) 483-2337,,"82701 HWY 216, TYGH VALLEY, OR 97063","PO BOX 151, TYGH VALLEY, OR 97063",TYGH VALLEY,OR,97063,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747298
MC-747304,N M C TRUCKING INC,,CARRIER,Property,(503) 983-4041,NOE.CARDOZA70@GMAIL.COM,"3521 JURAND LN NE, SALEM, OR 97305","5680 COMMERCIAL ST SE STE 170, SALEM, OR 97306",SALEM,OR,97305,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747304
MC-747329,BRADLEY G FOSTER,BG FOSTER TRUCKING,CARRIER,Property,(814) 577-1324,BRADF.1961@GMAIL.COM,"411 DUPREE RD, WEST DECATUR, PA 16878","411 DUPREE RD, WEST DECATUR, PA 16878",WEST DECATUR,PA,16878,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747329
MC-747338,FUTURA TRUCK LINE INC,,CARRIER,Property,(310) 505-1156,FUTURATRUCKLINE@GMAIL.COM,"11241 POPE AVE, LYNWOOD, CA 90262","11241 POPE AVE, LYNWOOD, CA 90262",LYNWOOD,CA,90262,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=747338
MC-807774,OPTECH TRANSPORTATION SERVICES LLC,,CARRIER/BROKER,Property,(210) 731-0000,SCOTT.NAVARRO@OTCORP.COM,"4100 NW LOOP 410 STE 230, SAN ANTONIO, TX 78229","4100 NW LOOP 410 STE 230, SAN ANTONIO, TX 78229",SAN ANTONIO,TX,78229,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758608
MC-758612,PT LOGISTICS LLC,,CARRIER,Property,(864) 266-2305,PTLDISPATCH@YAHOO.COM,"940 HIDDEN HOLLOW DR, INMAN, SC 29349","940 HIDDEN HOLLOW DR, INMAN, SC 29349",INMAN,SC,29349,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758612
MC-758623,POWER TRANSPORT SYSTEMS LLC,,CARRIER,Property,(301) 605-8111,RTEMPLE@POWERTRANSPORTSYS.COM,"16045 COMPRINT CIRCLE, GAITHERSBURG, MD 20877","16045 COMPRINT CIRCLE, GAITHERSBURG, MD 20877",GAITHERSBURG,MD,20877,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758623
MC-758629,W OWEN PACK JR TRUCKING,,CARRIER,Property,(843) 372-8411,LYNNPACK@FTC-I.NET,"38 SOCIETY ST EXT, GREELEYVILLE, SC 29056","38 SOCIETY ST EXT, GREELEYVILLE, SC 29056",GREELEYVILLE,SC,29056,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758629
MC-758633,FAT CAT TRUCKING LLC,FAT CAT TRUCKING,CARRIER,Property,(402) 476-2542,NATE@MIDWESTTILE.COM,"200 WEST INDUSTRIAL LAKE DR, LINCOLN, NE 68528","200 WEST INDUSTRIAL LAKE DR, LINCOLN, NE 68528",LINCOLN,NE,68528,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758633
MC-758642,WESTERN TRUCKING INC,,CARRIER,Property,(209) 634-2301,RDHILLON88@HOTMAIL.COM,"1175 GEER RD STE. A, TURLOCK, CA 95380","1175 GEER RD STE. A, TURLOCK, CA 95380",TURLOCK,CA,95380,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758642
MC-758645,FLO MAR INC,,CARRIER,Property,(708) 501-0362,FLORMARINC@GMAIL.COM,"8819 W 93RD ST, HICKORY HILLS, IL 60457","8819 W 93RD ST, HICKORY HILLS, IL 60457",HICKORY HILLS,IL,60457,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758645
MC-758647,RYCKA INC,,CARRIER,Property,(630) 631-7199,RYCKAINC@GMAIL.COM,"2283 GLENEAGLES DRIVE, NAPERVILLE, IL 60565","2283 GLENEAGLES DRIVE, NAPERVILLE, IL 60565",NAPERVILLE,IL,60565,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758647
MC-758664,TONY BUTLER,BUTLER TRANSPORTATION,CARRIER,Property,(903) 724-5692,BUTLERTRANS80@YAHOO.COM,"565 ANDERSON CO RD 4441, PALESTINE, TX 75803","565 ANDERSON CO RD 4441, PALESTINE, TX 75803",PALESTINE,TX,75803,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758664
MC-758685,LINK TRANSPORT LLC,,CARRIER,Property,(206) 261-6305,LINKTRANSPORT11@YAHOO.COM,"36914 SE BRAEBURN ST, SNOQUALMIE, WA 98065","2609 S 275TH PL, FEDERAL WAY, WA 98003",SNOQUALMIE,WA,98065,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758685
MC-758688,PRICES PAINT AND BODY SHOP LLC,PRICES AUTO RELOCATION,CARRIER,Property,(919) 231-7875,PRICESAUTOBODY@GMAIL.COM,"221 RUSS STREET, RALEIGH, NC 27610","221 RUSS STREET, RALEIGH, NC 27610",RALEIGH,NC,27610,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758688
MC-758699,HUBERT LONG,H & A CONTRACTING,CARRIER,Property,(301) 848-7691,INFO.DOTANDGO@GMAIL.COM,"2735 LIVERPOOL POINT ROAD, NANJEMOYBRYANTOWN, MD 20662","2735 LIVERPOOL POINT ROAD, NANJEMOYBRYANTOWN, MD 20662",NANJEMOYBRYANTOWN,MD,20662,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758699
MC-758700,SHEEHY TRUCKING LLC,,CARRIER,Property,(620) 278-6546,SHEEHY@EMBARQMAIL.COM,"206 E 2ND ST, ALDEN, KS 67512-0144","PO BOX 144, ALDEN, KS 67512",ALDEN,KS,67512-0144,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758700
MC-758740,KOHINOOR TRUCKING INC,,CARRIER,Property,(209) 275-2296,KOHINOORTRUCKING@GMAIL.COM,"774 GRAFTON ST, MANTECA, CA 95337","774 GRAFTON ST, MANTECA, CA 95337",MANTECA,CA,95337,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758740
MC-758746,OREGON PARTS INC,,CARRIER,Property,(503) 792-3647,OREGONPARTS@XPRESSDATA.NET,"11080 PORTLAND RD, SALEM, OR 97305","11080 PORTLAND RD, SALEM, OR 97305",SALEM,OR,97305,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758746
MC-758775,BR TRANSPORT LLC,,CARRIER,Property,(662) 892-5032,BRTRANSPORTLLC@GMAIL.COM,"8970 DEERFIELD DR, OLIVE BRANCH, MS 38654","PO BOX 874, OLIVE BRANCH, MS 38654",OLIVE BRANCH,MS,38654,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758775
MC-758782,ELM INTERNATIONAL USA CORP,,CARRIER,Property,(773) 704-4676,BALEA_IOANAALINA@YAHOO.COM,"677 S RIVER RD 2B, DES PLAINES, IL 60016","677 S RIVER RD 2B, DES PLAINES, IL 60016",DES PLAINES,IL,60016,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758782
MC-758784,GILL & SANDHU INC,,CARRIER,Property,(703) 904-2388,GILLTRUCKS@GMAIL.COM,"9243 COURTHOUSE ROAD, SPOTSYLVANIA COURTHOUSE, VA 22553","9243 COURTHOUSE ROAD, SPOTSYLVANIA COURTHOUSE, VA 22553",SPOTSYLVANIA COURTHOUSE,VA,22553,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758784
MC-758789,CHARLES GUIDRY,GUIDRY BOY TRANSPORTATION,CARRIER,Property,(713) 292-7620,CEEDOG1971@AOL.COM,"CR 255, EGYPT, TX 77436","24227 PEPPERRELL PLACE, KATY, TX 77493",EGYPT,TX,77436,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758789
MC-758791,RICARDO CANTU,R & T CARRIERS,CARRIER,Property,(310) 343-1382,RICHARDCANTU@YMAIL.COM,"121 NE 52ND STREET STE 203, OKLAHOMA CITY, OK 73105-1814","C/O 8125 SW 15TH ST, OKLAHOMA CITY, OK 73128-9505",OKLAHOMA CITY,OK,73105-1814,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758791
MC-758794,OZARK CRANE SERVICES INC,CONTINENTAL CRANE & EQUIPMENT SERVICE,CARRIER,Property,(417) 623-7637,DEBORAH@OZARKCRANE.US,"2700 COUNTY ROAD 100, CARTHAGE, MO 64836","2700 COUNTY ROAD 100, CARTHAGE, MO 64836",CARTHAGE,MO,64836,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758794
MC-758815,MCH TRUCKING LLC,,CARRIER,Property,(818) 522-4410,MCHTRUCKINGLLC@GMAIL.COM,"2642 CARRINGTON LN, GRAND PRAIRIE, TX 75052","2642 CARRINGTON LN, GRAND PRAIRIE, TX 75052",GRAND PRAIRIE,TX,75052,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758815
MC-758831,HJJ CARRIER INC,,CARRIER,Property,(718) 496-1278,HJJCARRIER@OUTLOOK.COM,"4035 NICOLE PL, EASTON, PA 18045","4035 NICOLE PL, EASTON, PA 18045",EASTON,PA,18045,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758831
MC-758833,ALEMAN BROTHERS TRUCKING COMPANY LLC,,CARRIER,Property,(910) 238-0002,ALEMAN147@YAHOO.COM,"9918 CRESCENT COVE DR, MONTGOMERY, TX 77356","9004 CIMARRON RIVER LANE, MAGNOLIA, TX 77354",MONTGOMERY,TX,77356,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758833
MC-758837,JT MOTORSPORTS INC,,CARRIER,Property,(561) 436-5164,JEREMY@JTMOTORSPORTSINC.COM,"18528 NW 94TH AVE, ALACHUA, FL 32615","18528 NW 94TH AVE, ALACHUA, FL 32615",ALACHUA,FL,32615,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758837
MC-758838,AUTOWORKS TRANSPORTATION INC,,CARRIER,Property,(574) 254-9605,AUTOWORKS1@SBCGLOBAL.NET,"1614 E MCKINLEY AVE, MISHAWAKA, IN 46545","13233 JACKSON ROAD, MISHAWAKA, IN 46544",MISHAWAKA,IN,46545,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758838
MC-758841,MTH LOGISTICS INC,,CARRIER,Property,(209) 601-1880,MTHTRANS08@GMAIL.COM,"1686 ALETSCH WAY, MANTECA, CA 95337","1686 ALETSCH WAY, MANTECA, CA 95337",MANTECA,CA,95337,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758841
MC-758848,5 STAR EXPRESS INC,,CARRIER,Property,(417) 693-6620,5STAREXPRESSINC.DISPATCH@GMAIL.COM,"222 KINGS CT, OZARK, MO 65721","222 KINGS CT, OZARK, MO 65721",OZARK,MO,65721,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=758848
MC-728105,MP EXPRESS LLC,,CARRIER,Property,(301) 768-9194,MPEXPRESS18@GMAIL.COM,"1452 FLORENCE RD, BURLINGTON, NC 27217","1452 FLORENCE RD, BURLINGTON, NC 27217",BURLINGTON,NC,27217,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728105
MC-728112,THE DIRTY OLD DOG EXPRESS INC,,CARRIER,Property,(612) 282-0442,REEDMUDPUPPY@HOTMAIL.COM,"16908 COUNTY ROAD 49, COLD SPRING, MN 56320","16908 COUNTY ROAD 49, COLD SPRING, MN 56320",COLD SPRING,MN,56320,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728112
MC-728122,I G AUTO TRANSPORT INC,,CARRIER,Property,(407) 373-5183,YAREMYVALENTIN@YAHOO.COM,"280 COMPETITION DR, KISSIMMEE, FL 34743","280 COMPETITION DR, KISSIMMEE, FL 34743",KISSIMMEE,FL,34743,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728122
MC-728130,SUNSET RIDGE TRUCKING,,CARRIER,Property,(507) 272-1589,JOHNSSRT@GMAIL.COM,"19194 CO RD 102, CHATFIELD, MN 55923-4411","19194 CO RD 102, CHATFIELD, MN 55923-4411",CHATFIELD,MN,55923-4411,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728130
MC-728161,CESAR HUGO VEGA LOPEZ,C & K TRUCKING,CARRIER,Property,(559) 352-7870,CESARITO42@YAHOO.COM,"11152 W YUMA ST, AVONDALE, AZ 85323","P O BOX 1253, CASHION, AZ 85329",AVONDALE,AZ,85323,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728161
MC-728171,DAYCA TRANSPORT SERVICES INC,,CARRIER,Property,(786) 586-7991,TRANSPORTDAYCA@GMAIL.COM,"10530 NW 35 PL, MIAMI, FL 33147","10530 NW 35 PL, MIAMI, FL 33147",MIAMI,FL,33147,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728171
MC-728188,KOLE TRUCKING LLC,,CARRIER,Property,(704) 512-1553,SAFETY@KOLETRUCKING.COM,"1505 TURRING DR STE C, INDIAN TRAIL, NC 28079","PO BOX 79200, CHARLOTTE, NC 28271",INDIAN TRAIL,NC,28079,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728188
MC-728192,DNR EXPEDITE CO,,CARRIER,Property,(502) 212-1330,SAFETY@DNREXP.COM,"315 STEPHEN BOONE CT, LOUISVILLE, KY 40214","315 STEPHEN BOONE CT, LOUISVILLE, KY 40214",LOUISVILLE,KY,40214,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728192
MC-728200,ALL-STAR MOVING LLC,,CARRIER,Property,(314) 729-7827,INFO@ALLSTARMOVINGSTL.COM,"8454 WATSON ROAD, ST LOUIS, MO 63119","8545 WATSON RD, ST LOUIS, MO 63119",ST LOUIS,MO,63119,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728200
MC-728205,1ST PLACE TOWING INC,,CARRIER,Property,(678) 886-8528,1STPLACETOWING@GMAIL.COM,"2190 COFFEE RD, LITHONIA, GA 30058","3130 TONEY DR, DECATUR, GA 30032",LITHONIA,GA,30058,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728205
MC-728216,GREEN FLEET INC,,CARRIER,Property,(704) 942-8535,GREENDISPATCH@GMAIL.COM,"1000 CHRISTOBAL COURT, INDIAN TRAIL, NC 28079","1000 CHRISTOBAL COURT, INDIAN TRAIL, NC 28079",INDIAN TRAIL,NC,28079,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728216
MC-728221,BRUCE'S COMMERCIAL TRUCK SERVICES INC,,CARRIER,Property,(508) 384-3991,BRUCESCOMMERCIALTRUCK@VERIZON.NET,"45 INDUSTRIAL RD, WRENTHAM, MA 02093","45 INDUSTRIAL RD, WRENTHAM, MA 02093",WRENTHAM,MA,02093,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728221
MC-728225,TRIPLE M TRANSPORTATION LLC,,CARRIER,Property,(419) 466-2310,MIKAFAM@EMBARQMAIL.COM,"9408 STATE HWY 120, LYONS, OH 43533","9408 STATE HWY 120, LYONS, OH 43533",LYONS,OH,43533,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728225
MC-728241,JOSE U COREA,,CARRIER,Property,,COREATRANSPORT@YAHOO.COM,"1012 N PLACER AVE, ONTARIO, CA 91764","1012 N PLACER AVE, ONTARIO, CA 91764",ONTARIO,CA,91764,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728241
MC-728246,RK BLACK INC,,CARRIER,Property,(405) 605-8878,SPALMER@RKBLACK.COM,"4000 NW 39TH ST, OKLAHOMA CITY, OK 73112","4000 NW 39TH ST, OKLAHOMA CITY, OK 73112",OKLAHOMA CITY,OK,73112,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728246
MC-728259,RTR LLC,,CARRIER,Property,(720) 207-3852,RTRLLC2002@GMAIL.COM,"19092 E PROGRESS LN, CENTENNIAL, CO 80015","19092 E PROGRESS LN, CENTENNIAL, CO 80015",CENTENNIAL,CO,80015,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728259
MC-728269,ROBERSON EXPRESS TRUCKING INC OF CENTRAL FLORIDA,,CARRIER,Property,(772) 205-0194,VERNONROBERSON1@YAHOO.COM,"2354 LAKE DR NW, WINTER HAVEN, FL 33881-1016","2354 LAKE DR NW, WINTER HAVEN, FL 33881-1016",WINTER HAVEN,FL,33881-1016,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728269
MC-728281,CIRCLE A COMPANY LLC,,CARRIER,Property,(773) 524-0092,CIRCLEACOMPANY@GMAIL.COM,"8759 N ELMORE, NILES, IL 60714","480083, NILES, IL 60714",NILES,IL,60714,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728281
MC-728284,RAUL A CONDE ZAVALA,RC TRUCKING,CARRIER,Property,(928) 785-0822,RULY1020@HOTMAIL.COM,"1593 CALIFORNIA, SAN LUIS, AZ 85349","P O BOX 6784, SAN LUIS, AZ 85349",SAN LUIS,AZ,85349,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728284
MC-728291,TRANSPORTERS LLC,,CARRIER,Property,(704) 258-7233,TRANSPORTERSLLC2020@GMAIL.COM,"8102 ROLLING FIELD RD, MINT HILL, NC 28227","8102 ROLLING FIELD RD, MINT HILL, NC 28227",MINT HILL,NC,28227,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728291
,HIGUERA LEON GILBERTO,,CARRIER,Property,(673) 732-6651,GIL_1709@HOTMAIL.COM,"AV AGUSTINA ACHOY #1204, GUAMUCHIL, SI 81470","AV AGUSTINA ACHOY #1204, GUAMUCHIL, SI 81470",GUAMUCHIL,SI,81470,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728298
MC-728303,SERGIO ENRIQUEZ & RAMON H ENRIQUEZ,EZ CONSTRUCTION,CARRIER,Property,(575) 649-2082,EZCONSTRUCTION.SR@GMAIL.COM,"5702 SANTA GERTRUDIS DRIVE, LAS CRUCES, NM 88012","5720 SANTA GERTRUDIS DR, LAS CRUCES, NM 88012",LAS CRUCES,NM,88012,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728303
MC-728311,REDHA MARHOON,RAY'S TRANSPORT,CARRIER,Property,(205) 382-2218,MARHOON123@LIVE.COM,"17 HICKORY ST, ADAMSVILLE, AL 35005-1146","17 HICKORY ST, ADAMSVILLE, AL 35005-1146",ADAMSVILLE,AL,35005-1146,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728311
MC-728353,VGR ENTERPRISE INC,,CARRIER,Property,(630) 881-5237,VGR_ENTERPRISE@YAHOO.COM,"6619 TENNESSEE AVE, WILLOWBROOK, IL 60527","6619 TENNESSEE AVE, WILLOWBROOK, IL 60527",WILLOWBROOK,IL,60527,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=728353
MC-722626,HOOVER AND SONS TRUCKING INC,,CARRIER,Property,(570) 250-6418,HOOVERANDSONS@YAHOO.COM,"2491 SOUTHSIDE RD, CANTON, PA 17724","2491 SOUTHSIDE RD, CANTON, PA 17724",CANTON,PA,17724,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=722626
MC-722630,FREDDIE PAYNE LLC,FREDDIE PAYNE TRUCKING,CARRIER,Property,(256) 357-4152,FPTRUCKERS@GMAIL.COM,"169 MIDDLE SCHOOL ROAD, WEDOWEE, AL 36278","PO BOX 906, WEDOWEE, AL 36278",WEDOWEE,AL,36278,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=722630
MC-722635,MYWAY EXPRESS LLC,,CARRIER,Property,(814) 825-7109,MANAGEMENT@MYWAY-EXPRESS.COM,"8125 WATTSBURG ROAD, ERIE, PA 16509","8125 WATTSBURG ROAD, ERIE, PA 16509",ERIE,PA,16509,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=722635
MC-722652,1808396 ONTARIO LTD,,CARRIER,Property,(519) 890-2107,RTODDMUNRO@HOTMAIL.COM,"1144 WEST BELLE RIVER ROAD, SOUTH WOODSLEE, ON N0R 1V0","137 KENSINGTON BLVD, WINDSOR, ON N8N 2K7",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=722652
